title,short_description,price
"Fujitsu Service Pack, 3Y, on-site, 4h, 5x13","Service Pack, 3Y, on-site, 4h, 5x13",
C2G 3m LC/LC Duplex 9/125 Single-Mode Fiber Patch Cable - Yellow fibre optic cable,3m LC/LC Duplex 9/125 Single-Mode Fiber Patch Cable - Yellow,2895.0
StarTech.com 24x27.5in Beige Desktop Anti-Static Mat,StarTech.com 24x27.5in Beige Desktop Anti-Static Mat (M3013),2395.0
Cooler Master Silent Pro M600 power supply unit 600 W 20+4 pin ATX ATX Black,"Silent Pro M600 - 600W, 90 - 264 V, 63 Hz, ATX 2.3, 80 Plus",
Acer Veriton M670G Intel® Core™2 Quad Q9400 2 GB DDR3-SDRAM 320 GB Tower PC Windows Vista Business,,
"Lenovo ThinkPad R60 38.1 cm (15"") 1024 x 768 pixels Intel® Core™ Duo 0.5 GB DDR2-SDRAM 60 GB AMD Mobility Radeon X1300 Windows XP Professional","ThinkPad R60, Intel Core Duo T2400(1.83GHz), 512MB RAM, 60GB 5400rpm HD, 15in 1024x768 LCD, 64MB ATI Radeon X1300, CDRW/DVD, Intel 802.11abg wireless, Modem, 1Gb Ethernet, UltraNav, Secure chip, IEEE 1394, Fingerprint reader, 6c Li-Ion batt, WinXP Pro",
Gigabyte Setto 1000 Black Midi Tower,Setto 1000 ATX Black,
"Leitz Folder labels, grey self-adhesive label Gray",,
Sony Alkaline - size D Single-use battery,SONY Alkaline - size D,
"MSI Modern 15 A10M-098 Notebook Black 39.6 cm (15.6"") 1920 x 1080 pixels 10th gen Intel® Core™ i5 8 GB DDR4-SDRAM 512 GB SSD Wi-Fi 5 (802.11ac) Windows 10 Home","Intel Core i5-10210U (6MB Cache, 1.6GHz), 8GB DDR4-SDRAM, 512GB SSD, 39.6 cm (15.6"") Full HD 1920 x 1080, Intel UHD Graphics, WLAN, Webcam, Windows 10 Home 64-bit",
Allied Telesis AT-MC116XL-20 Fast Ethernet Media Converters network media converter 100 Mbit/s,AT-MC116XL-20 Fast Ethernet Media Converters / 10/100TX to 10FL/100SX (SC),
Kingston Technology 4GB DT Style (White) USB flash drive USB Type-A,System Specific,
Lexmark 2349104P warranty/support extension,,
I.R.I.S. Readiris Pro 12 Upgrade,"Readiris Pro 12 Upgrade, PC",
Targus Stowaway - - QWERTZ - black - retail keyboard QWERTY,"Targus Stowaway - Keyboard - QWERTZ - black - retail Localisation:German, Layout:QWERTZ",
Lenovo Intel Xeon E5503 processor 2 GHz 4 MB L2,"Intel Xeon E5503, 2GHz, 4MB Cache, 800MHz, 80W",
"Acer V203HCb 50.8 cm (20"") 1600 x 900 pixels Black","51cm (20'') Wide, 16:9 HD, 5ms, 50'000:1 Max, TCO03, Black, Euro/UK cables, EMEA, adaptive contrast management, Acer eDisplay management, Acer EcoDisplay",
"Fujitsu AMILO Pa 1538 39.1 cm (15.4"") 1280 x 800 pixels 1 GB DDR2-SDRAM 160 GB NVIDIA® GeForce® Go 7400 Windows Vista Home Premium",,
"HP ProBook 4320s Notebook PC Black 33.8 cm (13.3"") 1366 x 768 pixels 3rd gen Intel® Core™ i3 3 GB 320 GB Windows 7 Professional","Intel Core i3-350M (2.26GHz, 3MB L3), 13.3"" LED-backlit HD Anti-Glare (1366 x 768), 3GB DDR3 SDRAM, 320GB 7200 rpm SATA II, DVD+/-RW SuperMulti DL LightScribe, Intel HD Graphics, Atheros 802.11b/g/n, Bluetooth 2.1, 2MP webcam, Windows 7 Professional 32",11795.0
Epson AcuLaser C3000N,AcuLaser C3000N - Network-ready Colour Laser Printer,
Sony Replacement lamp projector lamp 120 W UHP,"Replacement lamp for projector models VPL-FE100E, VPL-FE110E and VPL-FX200E, 1x120 Watt UHP",
"V7 19IN LCD 500:1 25MS 48.3 cm (19"") 1280 x 1024 pixels","L19MX 19"" Fujitsu TFT, 250 cd/m², 500:1, 25 ms, Analog & Digital, Speakers,TCO 99",
Fujitsu KBPC NX D NUM-BLOCK keyboard USB + PS/2,KBPC NX D NUM-BLOCK USB-PS2 F  ALL LIFEBOOKS         GR (MSD),
NortonLifeLock Norton AntiVirus 2010 3 license(s) 1 year(s) English,"Norton AntiVirus 2010 , 3 User/  V. 17.0/ english/  Vollversion/  Box",
MEDION MD 37300 Freestanding Tabletop White 34 L A+,,
Princess 232177 Camping Water Kettle,"Kettle Camping, 500 Watts",
"HP 4-Hour, 24x7 Onsite, HW Support, 3 year",HP Care Pack Services offer upgraded service levels to enhance your warranty cover for your total peace of mind and help you to stay up and running.,
StarTech.com PCI-E cable networking cable 0.91 m Black,3ft PCI Express 1x External Cable,
"Samsung P P500-RA03UK Black 39.1 cm (15.4"") 1280 x 800 pixels Intel® Core™2 Duo 1 GB DDR2-SDRAM 160 GB AMD Radeon Xpress 1250 Windows XP Professional","P500-RA03UK, Intel Core 2 Duo T5450, 1GB DDR2 RAM, 160GB SATA HDD, DVD Super Multi DL, 15.4"" WXGA TFT, Bluetooth 2.0+EDR, Windows XP Professional",
Philips Ear hook Headphones SHH4808/00,Power bass for mobile phones. Secure grip with adjustable soft ear-hooks.,
"Acer TravelMate TM 2304WLMi_512 Intel Mobile Cel proc 1.3GHz (Cel M 350/1MB cache) WX 39.1 cm (15.4"") 1280 x 800 pixels Intel® Celeron® M 0.5 GB 60 GB Intel® 852GM",,
Xerox Phaser 5500 Cartridge Original Black,Phaser 5500 Toner Print Cartrige,3295.0
"Epson ERC28B Ribbon Cartridge for M-2000, black",Ribbon ERC-28 Black,994.0
StarTech.com 6 ft IEEE-1394 Firewire Cable 9-4 M/M,StarTech.com 6 ft IEEE-1394 Firewire Cable 9-4 M/M,1295.0
"Supermicro CASE 19"" 512L-260 1U 260W","SuperMicro Server Case 512L-260/B  260W Power Supply 2 x 3.5"" Internal Drive Bay  1x 100mm 5,000 RPM Fan 1x I/O Expansion Slots 2x Rear USB Ports (2.0 ready) Power Switch & 5 LED In",
Philips Satellite connection cable SWV2162W/10,"Satellite connection cable, 1.5m",
OKI Pull Tractor (ML320/390Turbo/420),Pull Tractor (ML320/390Turbo/420),
Acer Aspire E300 AMD Athlon 64 3200+/2x256MB/200GB/DVD-RW Multi 0.5 GB PC Windows XP Home Edition,E300 AMD Athlon 64 3200+/2x256MB/200GB/DVD-RW Multi,
"Samsung 400UXn 101.6 cm (40"") WXGA Digital signage flat panel Black Windows XP Embedded","40"" LCD display",
Fujitsu ServicePack 3Yr VMWare ESXi 4.0 Single SVR,"Upgrade ESXi - ADV : 3Yr support & subscription, 7*24",
Toshiba Satellite Pro L500-1VZ,,
Chief Flat Panel Custom Interface Bracket,Flat Panel Custom Interface Bracket,
WMF Lumero Portafilter Espresso Machine 1.5 L Semi-auto,,
3M Digital Projector X64 data projector 2600 ANSI lumens LCD XGA (1024x768),"Digital Projector X64 - 2600 ANSI lumens, LCD, 1024 x 768",
HP SP/CQ PIII 1GHz f ML370/DL380/CL380 processor Box 0.256 MB L2,SP/CQ PIII 1GHz f ML370/DL380/CL380,
HP Photosmart R837 Digital Camera,"Shoot, view and share superior 7 MP photos via a big 7.6 cm display. Get the best from every shot with 3x optical zoom and in-camera features such as red-eye removal[p1], pet-eye fix, slimming, photo touch-up and HP steady photo anti-shake mode.",
Philips SatinPerfect HP6574/01 epilator Purple,HP6574/01 - SatinPerfect Epilator,
"Fujitsu AMILO Xi1546G 43.2 cm (17"") 1440 x 900 pixels Intel® Core™ Duo 1 GB DDR2-SDRAM 120 GB AMD Mobility Radeon X1800 Windows XP Home Edition","Amilo Xi1546G MI+, Intel Core Duo T2300E 1.66GHz, 2x60GB SATA, 1024MB DDR2 533MHz, DVD-RW, 17.0” LCD WXGA+, ATI Mobility Radeon X1800 256MB, Windows XP Home",
Brother 4Y,"48 months, Warranty Extension, On-site, f/ Brother DCP9020CDW, MFC9140CDN-9330CDW-9340CDW",
Samsung ML-4551ND laser printer 1200 x 1200 DPI A4,"ML-4551ND - 1200 x 1200 dpi, 43 ppm, 500 MHz, 128MB, USB 2.0, Parallel, Ethernet",
Acer Keyboard azerty Belgium,Keyboard azerty Belgium,
"Acer Extensa 5620G-1A2G16Mi 39.1 cm (15.4"") 1280 x 800 pixels Intel® Core™2 Duo 2 GB DDR2-SDRAM 160 GB AMD Mobility Radeon HD 2400 XT Windows Vista Home Premium",,
HP LaserJet Q7834A tray/feeder,HP LaserJet MFP 1x500 Sheet Tray with Integrated Stand,68095.0
"HP 24 -f0568nh 60.5 cm (23.8"") 1920 x 1080 pixels Touchscreen 9th gen Intel® Core™ i7 8 GB DDR4-SDRAM 1000 GB HDD Wi-Fi 5 (802.11ac) Black All-in-One PC Windows 10 Home","Intel Core i7-9700T (12MB Cache, 2GHz), 8GB DDR4-SDRAM, 1000GB HDD, 60.5 cm (23.8"") Full HD 1920 x 1080 IPS Touch, DVD±RW, Intel UHD Graphics 630, LAN, WLAN, Bluetooth, Webcam, Windows 10 Home 64-bit",
APC AIS 3100 20kVA 230V Output 3:1 w/4 Batt Modules uninterruptible power supply (UPS) 20000 VA 16000 W,"AIS 3100 20kVA 230V Output 3:1 w/4 Batt Modules, Start-Up 5X8, Internal Maintenance Bypass",
"Corel WinDVD 8 Gold, CTL, Government, Maintenance 1 Year, ML, 1 - 10 users Multilingual","WinDVD 8 Gold, CTL, Government, Maintenance 1 Year, ML, 1 - 10 users",
"Philips 42PFP5532D 42"" plasma integrated digital widescreen flat TV",Turn up your viewing experience with Integrated Digital Tuner,
CLUB3D DVI to VGA Passive Adapter,Club3D DVI to VGA video converter/adapter,1095.0
Sony SMU-WM100,Slim wireless optical travel mouse SMU-WM100,
"Panda Antivirus Pro 2010, 1 PC 1 Year, DVD Case 1 license(s) 1 year(s)","Antivirus Pro 2010, 1 PC 1 Year, DVD Case",
"Lenovo ThinkPad T43 35.8 cm (14.1"") 1024 x 768 pixels 0.5 GB DDR2-SDRAM 40 GB AMD Mobility Radeon X300 Windows XP Professional","ThinkPad T43, P M 750(1.86GHz), 512MB RAM, 40GB 5400rpm HD, 14.1in 1024x768 LCD, 64MB ATI Radeon X300, CDRW/DVD, Intel 802.11bg wireless(MPCI), Modem(CDC), 1Gb Ethernet(LOM), UltraNav, Secure Chip, Fingerprint reader, 6 cell Li-Ion batt, WinXP Pro",
"Samsung CLT-P4092C Original Black, Cyan, magenta, Yellow",CLT-P4092C - Rainbow Toner Kit,
Intel PWLA8490MFBLK5 networking card,Intel PRO 1000 MF Server Adapter,49295.0
Philips SPA2600/00 speaker set 5.1 channels,SPA2600 Multi-media Speaker 5.1,795.0
"Sandberg Socketx4 w/ground, white",W/child safety and screw terminals for self assembly.,
Canon C-EXV16 Toner Yellow Original,C-EXV16 Toner Yellow,16395.0
HP Compaq dx2300 Microtower PC,Compaq dx2300 Microtower PC,
QNAP TS-1635AX-4G Ethernet LAN Desktop Black NAS,"Marvell ARMADA 8040 ARMv8 Cortex-A72 quad-core 1.6 GHz, DDR4, 2 x RJ45, 4 x USB 3.1, QTS 4.3.4 (embedded Linux)",
Fujitsu FSP:G-SPCSD03PRV05 warranty/support extension,,
ASUS PU-DL ATX Intel® E7501,Dual Intel Xeon 3.06GHz CPUs   North Bridge: Intel E7501  ...South Bridge: Intel ICH3-S    PC2100 ECC DDR memory   6 DIMM slots   Intel 82544 PCI-X Gigabit Ethernet    Intel 82540 32-bit PCI Gigabit Ethernet    4 x 64-bit/100MHz/3.3V PCI-X slots   2 x 32-bit/33MHz/5V PCI slots,
AXI Double Swing Grey/white,"Double Swing Grey/white, 3+",
Fujitsu ServicePack 5 Years On-site 24h Primergy SX10,,
"Acer AO 751h-52Bw Netbook White 29.5 cm (11.6"") 1366 x 768 pixels Intel Atom® 1 GB DDR2-SDRAM Windows XP Home Edition","Windows XP Home Edition, 11.6” LED CB, Atom Z520 1.3Ghz, UMA , 1x1024, 1x160GB, 802.11b/g, 5-in-1, SD, battery 6 cells (4400mAh), Bluetooth, 0.3Mp CrystalEye, Seashell White",
Logitech Wave Pro keyboard RF Wireless QWERTY Black,,
APC 6.00ft USB cable 1.83 m USB A USB B White,"USB 1.1 Cable, USB-A to USB-B, Fully Rated, Shielded, Molded, Frost White, 6ft",
Sony DVD-SYSTEEM DAV-LF1 home cinema system 5.1 channels 600 W,Sony DVD-SYSTEEM DAV-LF1,
HP SimpleSave 1TB external hard drive 1024 GB,SimpleSave 1TB External Hard Drive,
"DELL Latitude 3400 Notebook Black 35.6 cm (14"") 8th gen Intel® Core™ i5 4 GB DDR4-SDRAM 1000 GB HDD NVIDIA® GeForce® MX130 Windows 10 Pro","Intel Core i5-8265U (6MB Cache, 1.6GHz), 4GB DDR4-SDRAM, 1000GB HDD, 35.6 cm (14""), Intel UHD Graphics 620, NVIDIA GeForce MX130 (2GB GDDR5), LAN, WLAN, Bluetooth, Webcam, Windows 10 Pro 64-bit",
Acer Veriton L480G-Free DOS + warranty on-site 2 years Intel® Pentium® E5400 2 GB DDR3-SDRAM 320 GB SFF Black PC FreeDOS,,
"Acer Aspire One 532h Netbook Red 25.6 cm (10.1"") 1024 x 600 pixels Intel Atom® 1 GB DDR2-SDRAM Windows XP Home Edition","Aspire One 532h Red 10.1"" 1024x600 LED, Atom N450 1.66GHz, 1GB DDR2 667MHz, SATA 160GB, IGMA 3150, Wi-Fi, Windows XP HE",
"Acer Aspire 5102AWLMi 39.1 cm (15.4"") 1280 x 800 pixels 1 GB DDR2-SDRAM 120 GB AMD Radeon Xpress 1100 Windows Vista Home Premium",,
Canon PT-101 photo paper A3+,"PT-101 - Pro Platinum Photo A3+, 10 sheets",3695.0
Freecom Beatman Carrying Bag Black equipment case,Beatman I / II Carrying Bag,
Canon RC-6 camera remote control IR Wireless,"Remote control for Canon, IR, 5m, black/silver",2445.0
Toshiba Satellite L300-1AP,,
"HP Upgrade Kit, Itanium® 2, 1.5 GHz with 6M Cache processor",HP Workstation Processor Upgrades,
"Canon PowerShot SX100 IS Compact camera 8 MP CCD 3264 x 2448 pixels 1/2.5"" Black","Powershot SX100 IS - 8.0MP, 1/2.5” CCD, DIGIC III + iSAPS, 6.0 - 60.0 mm, f/2.8 - f/4.3, TTL, 2.5” TFT, 3264 x 2448, USB 2.0, A/V-out",
C2G 3.5mm Stereo M / 2x RCA F Black,3.5mm Stereo M / 2x RCA F,795.0
Philips Audio Y cable SJM2107H/10,"Audio Y cable, 1.8m",
Xerox Phaser 4500NM Pagepack 1200 x 1200 DPI A4,"Phaser 4500N, 64 MB, 35 ppm, 1200x1200 dpi, PostScript 3 & PCL5e/6, 10/100 BaseTX Ethernet, Parallel, USB, Pagepack",
"Corel WinDVD 8 Platinum, CTL, Government, Maintenance 1 Year, ML, 26 - 60 users Multilingual","WinDVD 8 Platinum, CTL, Government, Maintenance 1 Year, ML, 26 - 60 users",
Lumo Stars Lumo Velvet Reindeer Milo Classic,,
HP LaserJet 500-sheet Feeder/Tray,LaserJet 500-sheet Feeder/Tray,16395.0
Toshiba 80 GB HDD,"Massive data storage and backup anytime, anywhere while you are on the move. Designed to operate as a primary HDD of your notebook.",
"Fujitsu ServicePack 4Y, On-Site, 5x9","Service Pack 4 Years, On-Site, PickUp, 5x9 for LIFEBOOK P8020",
"Lenovo V V340 Notebook Gray 43.9 cm (17.3"") 1920 x 1080 pixels 8th gen Intel® Core™ i7 16 GB DDR4-SDRAM 512 GB SSD NVIDIA GeForce MX230 Wi-Fi 5 (802.11ac) Windows 10 Pro","Intel Core i7-8565U (8MB Cache, 1.8GHz), 16GB DDR4-SDRAM, 512GB SSD, 43.9 cm (17.3"") Full HD 1920 x 1080 IPS, DVD±RW, Intel UHD Graphics, NVIDIA GeForce MX230 (2GB GDDR5), LAN, WLAN, Webcam, Windows 10 Pro 64-bit",
Fujitsu Pick Roller 100000 sheets,Pick Roller,
Sony BST-33 Lithium-Ion (Li-Ion) 900 mAh,BST-33,
Philips Lithium Ultra Battery FR6LB4A/10,Lithium Ultra Battery AA 4-blister,795.0
HERMA Multi-purpose labels/colour dots Ø 8 mm round green paper matt hand inscription 5632 pcs.,Multi-purpose labels/colour dots Ø 8 mm round green paper matt hand inscription 5632 pcs.,994.0
HP 512MB DDR-333 memory module 0.5 GB 333 MHz,"512MB, 333MHz, DDR, SO-DIMM",
Toshiba Portégé M750-116,,
Indesit OF 440 Freestanding Chest White 418 L C,,
Lexmark X658dme Laser 1200 x 1200 DPI 53 ppm A4,"X658dme MFP, Laser, 53 ppm, 256MB, Colour Scanning, Copying, Faxing, Network Scanning, Printing",
Lenovo 320GB RDX Data Cartridge,320GB RDX Data Cartridge,
"HP Compaq nc6220 Intel Pentium-M 760 512M/80G 14.1"" SXGA+ DVD/CD-RW Multibay II Graphics UMA modem WXP Pro Notebook PC 35.8 cm (14.1"") 1400 x 1050 pixels 0.5 GB DDR2-SDRAM 80 GB Intel® GMA 900 Windows XP Professional","HP Compaq nc6220 PM 760 / 2 GHz / 80 Gb / 512 Mb / DVD/CD-RW / 14,1"" / XPP",
"Da-Lite Model C 84"" x 84"" projection screen","Model C 84"" x 84""",
Epson AcuLaser C2800N,AcuLaser C2800N,
"ASUS MyPal A632N handheld mobile computer 8.89 cm (3.5"") 240 x 320 pixels 186 g Silver",MyPal A632N,
Indesit VIC 641 X Black Built-in Zone induction hob 4 zone(s),,
Allied Telesis Fast Ethernet SC connector network switch component,"Fast Ethernet multimode fiber uplink, SC connector",
Xerox Drum cartridge C-2128 Original,Drum Cartridge,17295.0
MSI P6NGM-FIH LGA 775 (Socket T) Micro ATX,"P6NGM-FIH - S775, NVIDIA MCP73U Chipset, FSB 1333/1066/800/533MHz, 2x DDR2 533/667/800, up to 4GB, 1xPCI Express x16, 1xPCI Express x1, 2xPCI, IEEE 1394 (FW), HDMI",
"Acer TravelMate 4233WLMi 39.1 cm (15.4"") 1280 x 800 pixels Intel® Core™2 Duo 1 GB DDR2-SDRAM 120 GB Intel® GMA 950 Windows XP Professional","Genuine Windows® XP Professional, 15.4"" WXGA, Intel Centrino, Intel® Core™2 Duo T5500 1.66Ghz-2MB, 128MB shared, 1024MB (2x512) DDR2, 120GB 5400rpm, DVD SuperMulti, 802.11a/b/g, 6 cell, 1.3MP Orbicam, Cardreader",
"MSI Megabook M655 39.1 cm (15.4"") 1280 x 800 pixels 1 GB 100 GB AMD Mobility Radeon X1600 Windows XP Home Edition","Megabook M655- Turion 64 MT-37 2.00GHz, 1024MB, 100GB, Webcam, Bluetooth",
"Lenovo 3000 C100 Intel Pentium M 740 38.1 cm (15"") 1024 x 768 pixels 0.5 GB DDR2-SDRAM 80 GB Intel® GMA 900 Windows XP Professional","Intel Pentium M 740(1.73GHz), 512MB RAM, 80GB 5400rpm HDD, 15in 1024x768 LCD, Intel 900, DVD-RW DL, Intel 802.11abg wireless, Bluetooth/Modem, 10/100 Ethernet, touch pad, 8 cell Li-Ion batt, WinXP Pro",
"Fujitsu SCENICVIEW Series B24W-5 61 cm (24"") 1920 x 1200 pixels","B24W-5, 24"", 1920 x 1200 pixel, 16:10, 5ms, 1000:1, 400cd/m², 1x DVI, 1x D-SUB, 9.1kg",
"Samsung MONITOR 797DF (IVORY TCO03 ) monitor CRT 43.2 cm (17"") 1920 x 1440 pixels",SAMSUNG MONITOR 797DF (IVORY TCO03 ),
Lexmark 2350178P warranty/support extension,E260 1 Year Onsite Service Guarantee (Renewal),
Canon LEGRIA HF S20 8 MP CMOS Black,"LEGRIA HF S20 - 8 Megapixel, 8.8cm (3.5”) LCD, 32 GB Dual Flash, IS",
HP Intel Xeon E5345 processor 2.33 GHz 8 MB L2,"Intel Xeon E5345, 8M Cache, 2.33 GHz, 1333 MHz FSB",
HP Compaq Pro Compaq 6000 Pro Small Form Factor PC Intel® Pentium® E5300 2 GB DDR3-SDRAM 250 GB HDD SFF Black Windows 7 Professional,HP Compaq 6000 Pro Small Form Factor PC,
Bigben Interactive TT - Isle of Man 2 Xbox One Basic German,,
Sony DCR-HC62 1.07 MP,"DCR-HC62, Carl Zeiss Vario-Tessar lens, 25x optical zoom / 2000x digital zoom, 2.7"" LCD",
Philips Deco 15W E14 230-240V T25 FR 1CT E,,
Samsung SCX-6345N multifunctional Laser 1200 x 1200 DPI 41 ppm A4,"SCX-6345N - 1200 x 1200 dpi, 41 ppm, A4, laser, fax, LCD, 256MB, USB 2.0, Ethernet",
Vertiv Geist Metered power distribution unit (PDU) 1U Black 10 AC outlet(s),"rPDU, Auto Transfer Switch Standard, 16A, 230V, 3.6kW, Horizontal, (8) IEC C13, (2) IEC C19, 3m power cords with 2P+E (IP44), Black Powder Coat",
Xerox Toner Cartridge Phaser 3435DN Original,Toner Cartridge Phaser 3435DN,
HP PC2-5300 512MB memory module 0.5 GB DDR2 667 MHz,"Need more memory? This industry-standard DDR-2 DIMM provides your desktop PC with faster speeds, higher data bandwidths and reduced power consumption.",4895.0
Canon PIXMA MP600 Inkjet 9600 x 2400 DPI 14.8 ppm A4,"PIXMA MP600 Multifunction, Inkjet, 30 ppm, 24 ppm, 9600 x 2400 dpi",
"Lenovo ThinkPad T60 38.1 cm (15"") 1400 x 1050 pixels Intel® Core™ Duo 0.5 GB DDR2-SDRAM 80 GB AMD Mobility Radeon X1300 Windows XP Professional","ThinkPad T60, Intel Core Duo T2400(1.83GHz), 512MB RAM, 80GB 5400rpm HD, 15in 1400x1050 LCD, 64MB ATI Radeon X1300, CDRW/DVDRW, Intel 802.11abg wireless, Bluetooth/Modem, 1Gb Ethernet, Secure chip, Ultranav, Fingerprint reader, 6c Li-Ion batt, WinXP Pro Software English & Keyboard US International",
Xerox N24/32 Maintenance Kit printer drum Original,N24/32 Maintenance Kit,
"ASUS S512FJ-EJ307T Notebook Silver 39.6 cm (15.6"") 1920 x 1080 pixels 8th gen Intel® Core™ i7 8 GB DDR4-SDRAM 512 GB SSD NVIDIA GeForce MX230 Wi-Fi 5 (802.11ac) Windows 10 Home","Intel Core i7-8565U (8MB Cache, 1.8GHz), 8GB DDR4-SDRAM, 512GB SSD, 39.6 cm (15.6"") Full HD 1920 x 1080, Intel UHD Graphics 620, NVIDIA GeForce MX230, WLAN, Webcam, Windows 10 Home",
Intel S5000VSA4DIMM server/workstation motherboard LGA 771 (Socket J) extended ATX Intel® 5000V,"Server Board S5000VSA4DIMM, Boxed board 6 x 3Gb/s SATA ports",
"Case Logic XNF-116M notebook case 40.6 cm (16"") Messenger case Gray",XNF-116M messenger bag,
"Kingston Technology System Specific Memory 512 MB ( 2 x 256 MB ), DDR, 400 MHz / PC3200 for Dell Precision WS 360 memory module 0.5 GB DRAM",System Specific,
aiten data Wall Rack Cabinet 12u Depth 450,Wall Rack Cabinet 12u Depth 450,
Acer 3x P1165 data projector 2400 ANSI lumens DLP SVGA (800x600),"DLP, Zoom, SVGA 800x600, 2,3 kg, 2000:1, 2400 lumens",
"Lenovo ThinkPad TS R52 PM740 512 40 XPP AZB-EN 38.1 cm (15"") 1024 x 768 pixels 0.5 GB DDR2-SDRAM 40 GB Intel® GMA 900 Windows XP Professional",TS ThinkPad R52 PM740 512 40 XPP AZB-EN,
HERMA Hang IT,"2C Hang IT Projector mounting, White",
ASUS Radeon 1300PRO Silent GDDR2,"ATI Radeon RX1300PRO Silencer, 256MB DDR2, PCI-Express",
Sony VCL-HG1730A,VCL-HG1730A - Telephoto Conversion Lens for 30mm lens diameter Handycam models,
"Fujitsu LIFEBOOK S6010 P3-1G 33.8 cm (13.3"") 1024 x 768 pixels 0.25 GB 20 GB",LIFEBOOK S6010 P3-1G 20GB 256MB 13IN SAVER WXPP       NL (P3),
Leitz 180° Lever Arch File Plastic 50 mm ring binder A4 Black,"180° Lever Arch File Plastic, 350 A4 sheet",
Kingston Technology ValueRAM memory 1 GB FB-DIMM 240-pin DDR2 memory module 667 MHz ECC,ValueRam,
Shuttle K450V PC Intel® Celeron® 430 DDR2-SDRAM SFF Black Linux,"K450V - Intel Celeron 430, Intel® 945GC Express Chipset + ICH7, 3.5"" Serial ATA 300, DDR2-533/667",
"Sony 9.1GB Magneto Optical magneto optical disk 13.3 cm (5.25"")","9.1GB Magneto Optical, 4096 Bytes/sector (WORM)",
Whirlpool JT366/WH microwave Countertop Combination microwave 31 L 1000 W White,"31L, 1000 W microwave/1200 grill, 230 V AC, 50 Hz, 25.6kg, white",
C2G 1m LC/SC Plenum-Rated Duplex 50/125 Multimode Fiber Patch Cable fibre optic cable Black,1m LC/SC Plenum-Rated Duplex 50/125 Multimode Fiber Patch Cable - Black,
Lexmark No.24 Color Return Program Print Cartridge BLISTER Original,#24 Color Return Program Print Cartridge,
Acer 1GB DDR PC2700 ECC Registered memory module 333 MHz,1GB DDR PC2700 ECC Registered,
"Projecta Advantage Deluxe Electrol 175 x 305 projection screen 3.38 m (133"") 16:9",Advantage Deluxe Electrol 175 x 305 Matte White,
Lexmark 1 Year Exchange Extended Warranty (T642),1 Year Exchange Extended Warranty for Lexmark T642 Monochrome Laser,
ASUS 6-cell 4400 mAh Li-Ion Battery,6-cell 4400 mAh Li-Ion Battery,
Lenovo 01AW060 notebook spare part Keyboard,Notebook Keyboard,
"Lenovo ThinkPad T14s Notebook Black 35.6 cm (14"") 1920 x 1080 pixels Touchscreen 10th gen Intel® Core™ i5 16 GB DDR4-SDRAM 512 GB SSD Wi-Fi 6 (802.11ax) Windows 10 Pro","14"" FHD (1920x1080) IPS, Intel Core i5-10310U, 16GB Soldered DDR4-2666, 512GB SSD M.2, Intel UHD Graphics, 802.11ax, Bluetooth 5.0, WebCam, Windows 10 Pro 64",
C2G 5m USB 2.0 A/B Cable - Black,"5m USB 2.0 A/B Cable, Black",
Zyxel XGS-4526 Managed L2+ Black,"XGS-4526 - Gigabit Switch 20 x 10/100/1000Base-T, 4 x GbE, 1 x 10G",
Netgear ProSafe Smart Switch Unmanaged Blue,ProSafe Smart Switch - 8-Port Gigabit,
Sony MSA8GU2 memory card 8 GB M2,"MSA8GU2, 8GB",
"Lenovo ThinkPad X41 PM 758 1.5GHz 30.7 cm (12.1"") 1024 x 768 pixels 0.5 GB DDR2-SDRAM 40 GB Intel® GMA 900 Windows XP Professional","ThinkPad X41 PM 758 LV 1.5GHz 512MB 40GB 12.1"" GBIT WIFI XPP NL",
"Lenovo ThinkPad T490 Notebook Black 35.6 cm (14"") 8th gen Intel® Core™ i7 8 GB DDR4-SDRAM 256 GB SSD Wi-Fi 5 (802.11ac) FreeDOS","Intel Core i7-8565U (8MB Cache, 1.8GHz), 8GB DDR4-SDRAM, 256GB SSD, 35.6 cm (14""), Intel UHD Graphics, LAN, WLAN, Webcam, FreeDOS",
Lenovo ThinkStation Workstation Rail Kit Option,ThinkStation Workstation Rail Kit Option,
"Acer Aspire One Pro 531h-06k UMTS Netbook Black 25.6 cm (10.1"") 1024 x 600 pixels Intel Pentium Mobile 2 GB DDR2-SDRAM Windows XP Professional",,
ASUS Eee TOP 2 Year Warranty Extension,Eee TOP 2 Year Warranty Extension,
APC Symmetra 4-16kVA Battery Module uninterruptible power supply (UPS),APC Symmetra 4-16kVA Battery Module,57895.0
"Acer AOA150-1887 Netbook White 22.6 cm (8.9"") 1024 x 600 pixels Intel Pentium Mobile 1 GB DDR2-SDRAM Windows XP Home Edition","AOA150-1887 - Genuine Windows® XP Home Edition ; Intel® Atom™ Processor N270 (512KB L2 cache, 1.60GHz, 533MHz FSB); 1GB (512MB onboard/512MB SODIMM slot) DDR2 533 SDRAM; 160GB hard drive, multi-in-one card reader, SD Card reader; 8.9"" WSVGA (1024 x 600) TFT display, Acer® CrystalBrite Technology; Intel® Graphics Media Accelerator 950; 802.11b/g WLAN, 10/100 LAN, webcam; seashell white chassis; three-cell battery; USB mouse",
"Case Logic Leather Case for iPod mini, Pink","Leather Case for iPod mini, Pink",
